licence_group,source
44310,Malta
44310,Mauritius
44310,Oman
44310,"South Africa"
44310,"Sri Lanka"
44311,Djibouti
44311,Kenya
44311,Malta
44311,Mauritius
44311,Oman
44311,"South Africa"
44311,"Sri Lanka"
44312,Djibouti
44312,Kenya
44312,Malta
44312,Mauritius
44312,Oman
44312,"South Africa"
44312,"Sri Lanka"
44313,Djibouti
44313,Kenya
44313,Malta
44313,Mauritius
44313,Oman
44313,"South Africa"
44313,"Sri Lanka"
44314,Djibouti
44314,Kenya
44314,Malta
44314,Mauritius
44314,Oman
44314,"South Africa"
44314,"Sri Lanka"
44315,Australia
44315,Djibouti
44315,Egypt
44315,Malaysia
44315,Malta
44315,Oman
44315,Singapore
44315,"South Africa"
44315,"Sri Lanka"
44315,Tanzania
44315,Thailand
44316,Australia
44316,Djibouti
44316,Egypt
44316,Malaysia
44316,Malta
44316,Oman
44316,Singapore
44316,"South Africa"
44316,"Sri Lanka"
44316,Tanzania
44316,Thailand
44317,Australia
44317,Djibouti
44317,Egypt
44317,Malaysia
44317,Malta
44317,Oman
44317,Singapore
44317,"South Africa"
44317,"Sri Lanka"
44317,Tanzania
44317,Thailand
44318,Australia
44318,Djibouti
44318,Egypt
44318,Malaysia
44318,Malta
44318,Oman
44318,Singapore
44318,"South Africa"
44318,"Sri Lanka"
44318,Tanzania
44318,Thailand
44319,Australia
44319,Djibouti
44319,Egypt
44319,Malaysia
44319,Malta
44319,Oman
44319,Singapore
44319,"South Africa"
44319,"Sri Lanka"
44319,Tanzania
44319,Thailand
44320,Australia
44320,Djibouti
44320,Egypt
44320,Malaysia
44320,Malta
44320,Oman
44320,Singapore
44320,"South Africa"
44320,"Sri Lanka"
44320,Tanzania
44320,Thailand
44321,Australia
44321,Djibouti
44321,Egypt
44321,Malaysia
44321,Malta
44321,Oman
44321,Singapore
44321,"South Africa"
44321,"Sri Lanka"
44321,Tanzania
44321,Thailand
44322,Australia
44322,Djibouti
44322,Egypt
44322,Malaysia
44322,Malta
44322,Oman
44322,Singapore
44322,"South Africa"
44322,"Sri Lanka"
44322,Tanzania
44322,Thailand
44323,Australia
44323,Djibouti
44323,Egypt
44323,Malaysia
44323,Malta
44323,Oman
44323,Singapore
44323,"South Africa"
44323,"Sri Lanka"
44323,Tanzania
44323,Thailand
44324,Australia
44324,Djibouti
44324,Egypt
44324,Malaysia
44324,Malta
44324,Oman
44324,Singapore
44324,"South Africa"
44324,"Sri Lanka"
44324,Tanzania
44324,Thailand
44325,Australia
44325,Djibouti
44325,Egypt
44325,Malaysia
44325,Malta
44325,Oman
44325,Singapore
44325,"South Africa"
44325,"Sri Lanka"
44325,Tanzania
44325,Thailand
44326,Djibouti
44326,Egypt
44326,Jordan
44326,Malta
44326,Mauritius
44326,Oman
44326,"South Africa"
44326,"Sri Lanka"
44327,Djibouti
44327,Egypt
44327,Jordan
44327,Malta
44327,Mauritius
44327,Oman
44327,"South Africa"
44327,"Sri Lanka"
44328,Djibouti
44328,Egypt
44328,Jordan
44328,Malta
44328,Mauritius
44328,Oman
44328,"South Africa"
44328,"Sri Lanka"
44329,Djibouti
44329,Egypt
44329,Jordan
44329,Malta
44329,Mauritius
44329,Oman
44329,"South Africa"
44329,"Sri Lanka"
44330,Djibouti
44330,Egypt
44330,Jordan
44330,Malta
44330,Mauritius
44330,Oman
44330,"South Africa"
44330,"Sri Lanka"
44331,Djibouti
44331,Egypt
44331,Jordan
44331,Malta
44331,Mauritius
44331,Oman
44331,"South Africa"
44331,"Sri Lanka"
44332,Djibouti
44332,Egypt
44332,Jordan
44332,Malta
44332,Mauritius
44332,Oman
44332,"South Africa"
44332,"Sri Lanka"
44333,Djibouti
44333,Egypt
44333,Jordan
44333,Malta
44333,Mauritius
44333,Oman
44333,"South Africa"
44333,"Sri Lanka"
44334,Djibouti
44334,Egypt
44334,Kenya
44334,Maldives
44334,Mauritius
44334,Mozambique
44334,Oman
44334,Seychelles
44334,"South Africa"
44334,"Sri Lanka"
44334,Tanzania
44335,Djibouti
44335,Egypt
44335,Kenya
44335,Maldives
44335,Mauritius
44335,Mozambique
44335,Oman
44335,Seychelles
44335,"South Africa"
44335,"Sri Lanka"
44335,Tanzania
44336,Djibouti
44336,Egypt
44336,Kenya
44336,Maldives
44336,Mauritius
44336,Mozambique
44336,Oman
44336,Seychelles
44336,"South Africa"
44336,"Sri Lanka"
44336,Tanzania
44337,Djibouti
44337,Egypt
44337,Kenya
44337,Maldives
44337,Mauritius
44337,Mozambique
44337,Oman
44337,Seychelles
44337,"South Africa"
44337,"Sri Lanka"
44337,Tanzania
44338,Djibouti
44338,Egypt
44338,Kenya
44338,Maldives
44338,Mauritius
44338,Mozambique
44338,Oman
44338,Seychelles
44338,"South Africa"
44338,"Sri Lanka"
44338,Tanzania
44339,Djibouti
44339,Egypt
44339,Kenya
44339,Maldives
44339,Mauritius
44339,Mozambique
44339,Oman
44339,Seychelles
44339,"South Africa"
44339,"Sri Lanka"
44339,Tanzania
44340,Djibouti
44340,Egypt
44340,Kenya
44340,Maldives
44340,Mauritius
44340,Mozambique
44340,Oman
44340,Seychelles
44340,"South Africa"
44340,"Sri Lanka"
44340,Tanzania
44341,Djibouti
44341,Egypt
44341,Kenya
44341,Maldives
44341,Mauritius
44341,Mozambique
44341,Oman
44341,Seychelles
44341,"South Africa"
44341,"Sri Lanka"
44341,Tanzania
44342,Djibouti
44342,Egypt
44342,Kenya
44342,Maldives
44342,Mauritius
44342,Mozambique
44342,Oman
44342,Seychelles
44342,"South Africa"
44342,"Sri Lanka"
44342,Tanzania
44343,Djibouti
44343,Egypt
44343,Kenya
44343,Maldives
44343,Mauritius
44343,Mozambique
44343,Oman
44343,Seychelles
44343,"South Africa"
44343,"Sri Lanka"
44343,Tanzania
44344,Djibouti
44344,Egypt
44344,Kenya
44344,Maldives
44344,Mauritius
44344,Mozambique
44344,Oman
44344,Seychelles
44344,"South Africa"
44344,"Sri Lanka"
44344,Tanzania
44345,Djibouti
44345,Egypt
44345,Kenya
44345,Maldives
44345,Mauritius
44345,Mozambique
44345,Oman
44345,Seychelles
44345,"South Africa"
44345,"Sri Lanka"
44345,Tanzania
44346,Malta
44346,Mauritius
44346,Oman
44346,"South Africa"
44346,"Sri Lanka"
44347,Malta
44347,Mauritius
44347,Oman
44347,"South Africa"
44347,"Sri Lanka"
44348,Malta
44348,Mauritius
44348,Oman
44348,"South Africa"
44348,"Sri Lanka"
44349,Malta
44349,Mauritius
44349,Oman
44349,"South Africa"
44349,"Sri Lanka"
44350,Malta
44350,Mauritius
44350,Oman
44350,"South Africa"
44350,"Sri Lanka"
44351,Djibouti
44351,Kenya
44351,Oman
44351,"South Africa"
44351,"Sri Lanka"
44352,Djibouti
44352,Kenya
44352,Oman
44352,"South Africa"
44352,"Sri Lanka"
44353,Djibouti
44353,Kenya
44353,Oman
44353,"South Africa"
44353,"Sri Lanka"
44354,Djibouti
44354,Kenya
44354,Oman
44354,"South Africa"
44354,"Sri Lanka"
44355,Djibouti
44355,Kenya
44355,Oman
44355,"South Africa"
44355,"Sri Lanka"
44356,Djibouti
44356,Jordan
44356,Maldives
44356,Malta
44356,Mauritius
44356,Mozambique
44356,Oman
44356,Seychelles
44356,"South Africa"
44356,"Sri Lanka"
44356,Tanzania
44357,Djibouti
44357,Jordan
44357,Maldives
44357,Malta
44357,Mauritius
44357,Mozambique
44357,Oman
44357,Seychelles
44357,"South Africa"
44357,"Sri Lanka"
44357,Tanzania
44358,Djibouti
44358,Jordan
44358,Maldives
44358,Malta
44358,Mauritius
44358,Mozambique
44358,Oman
44358,Seychelles
44358,"South Africa"
44358,"Sri Lanka"
44358,Tanzania
44359,Djibouti
44359,Jordan
44359,Maldives
44359,Malta
44359,Mauritius
44359,Mozambique
44359,Oman
44359,Seychelles
44359,"South Africa"
44359,"Sri Lanka"
44359,Tanzania
44360,Djibouti
44360,Jordan
44360,Maldives
44360,Malta
44360,Mauritius
44360,Mozambique
44360,Oman
44360,Seychelles
44360,"South Africa"
44360,"Sri Lanka"
44360,Tanzania
44361,Djibouti
44361,Jordan
44361,Maldives
44361,Malta
44361,Mauritius
44361,Mozambique
44361,Oman
44361,Seychelles
44361,"South Africa"
44361,"Sri Lanka"
44361,Tanzania
44362,Djibouti
44362,Jordan
44362,Maldives
44362,Malta
44362,Mauritius
44362,Mozambique
44362,Oman
44362,Seychelles
44362,"South Africa"
44362,"Sri Lanka"
44362,Tanzania
44363,Djibouti
44363,Jordan
44363,Maldives
44363,Malta
44363,Mauritius
44363,Mozambique
44363,Oman
44363,Seychelles
44363,"South Africa"
44363,"Sri Lanka"
44363,Tanzania
44364,Djibouti
44364,Jordan
44364,Maldives
44364,Malta
44364,Mauritius
44364,Mozambique
44364,Oman
44364,Seychelles
44364,"South Africa"
44364,"Sri Lanka"
44364,Tanzania
44365,Djibouti
44365,Jordan
44365,Maldives
44365,Malta
44365,Mauritius
44365,Mozambique
44365,Oman
44365,Seychelles
44365,"South Africa"
44365,"Sri Lanka"
44365,Tanzania
44366,Djibouti
44366,Jordan
44366,Maldives
44366,Malta
44366,Mauritius
44366,Mozambique
44366,Oman
44366,Seychelles
44366,"South Africa"
44366,"Sri Lanka"
44366,Tanzania
44367,Djibouti
44367,Egypt
44367,India
44367,Kenya
44367,Madagascar
44367,Malaysia
44367,Maldives
44367,Malta
44367,Mauritius
44367,Mozambique
44367,Oman
44367,Seychelles
44367,"South Africa"
44367,"Sri Lanka"
44367,Tanzania
44368,Djibouti
44368,Egypt
44368,India
44368,Kenya
44368,Madagascar
44368,Malaysia
44368,Maldives
44368,Malta
44368,Mauritius
44368,Mozambique
44368,Oman
44368,Seychelles
44368,"South Africa"
44368,"Sri Lanka"
44368,Tanzania
44369,Djibouti
44369,Egypt
44369,India
44369,Kenya
44369,Madagascar
44369,Malaysia
44369,Maldives
44369,Malta
44369,Mauritius
44369,Mozambique
44369,Oman
44369,Seychelles
44369,"South Africa"
44369,"Sri Lanka"
44369,Tanzania
44370,Djibouti
44370,Egypt
44370,India
44370,Kenya
44370,Madagascar
44370,Malaysia
44370,Maldives
44370,Malta
44370,Mauritius
44370,Mozambique
44370,Oman
44370,Seychelles
44370,"South Africa"
44370,"Sri Lanka"
44370,Tanzania
44371,Djibouti
44371,Egypt
44371,India
44371,Kenya
44371,Madagascar
44371,Malaysia
44371,Maldives
44371,Malta
44371,Mauritius
44371,Mozambique
44371,Oman
44371,Seychelles
44371,"South Africa"
44371,"Sri Lanka"
44371,Tanzania
44372,Djibouti
44372,Egypt
44372,India
44372,Kenya
44372,Madagascar
44372,Malaysia
44372,Maldives
44372,Malta
44372,Mauritius
44372,Mozambique
44372,Oman
44372,Seychelles
44372,"South Africa"
44372,"Sri Lanka"
44372,Tanzania
44373,Djibouti
44373,Egypt
44373,India
44373,Kenya
44373,Madagascar
44373,Malaysia
44373,Maldives
44373,Malta
44373,Mauritius
44373,Mozambique
44373,Oman
44373,Seychelles
44373,"South Africa"
44373,"Sri Lanka"
44373,Tanzania
44374,Djibouti
44374,Egypt
44374,India
44374,Kenya
44374,Madagascar
44374,Malaysia
44374,Maldives
44374,Malta
44374,Mauritius
44374,Mozambique
44374,Oman
44374,Seychelles
44374,"South Africa"
44374,"Sri Lanka"
44374,Tanzania
44375,Djibouti
44375,Egypt
44375,India
44375,Kenya
44375,Madagascar
44375,Malaysia
44375,Maldives
44375,Malta
44375,Mauritius
44375,Mozambique
44375,Oman
44375,Seychelles
44375,"South Africa"
44375,"Sri Lanka"
44375,Tanzania
44376,Djibouti
44376,Egypt
44376,India
44376,Kenya
44376,Madagascar
44376,Malaysia
44376,Maldives
44376,Malta
44376,Mauritius
44376,Mozambique
44376,Oman
44376,Seychelles
44376,"South Africa"
44376,"Sri Lanka"
44376,Tanzania
44377,Djibouti
44377,Egypt
44377,India
44377,Kenya
44377,Madagascar
44377,Malaysia
44377,Maldives
44377,Malta
44377,Mauritius
44377,Mozambique
44377,Oman
44377,Seychelles
44377,"South Africa"
44377,"Sri Lanka"
44377,Tanzania
44378,Djibouti
44378,Egypt
44378,India
44378,Kenya
44378,Madagascar
44378,Malaysia
44378,Maldives
44378,Malta
44378,Mauritius
44378,Mozambique
44378,Oman
44378,Seychelles
44378,"South Africa"
44378,"Sri Lanka"
44378,Tanzania
44379,Djibouti
44379,Egypt
44379,India
44379,Kenya
44379,Madagascar
44379,Malaysia
44379,Maldives
44379,Malta
44379,Mauritius
44379,Mozambique
44379,Oman
44379,Seychelles
44379,"South Africa"
44379,"Sri Lanka"
44379,Tanzania
44380,Djibouti
44380,Egypt
44380,India
44380,Kenya
44380,Madagascar
44380,Malaysia
44380,Maldives
44380,Malta
44380,Mauritius
44380,Mozambique
44380,Oman
44380,Seychelles
44380,"South Africa"
44380,"Sri Lanka"
44380,Tanzania
44381,Cyprus
44381,Djibouti
44381,Egypt
44381,Kenya
44381,Kuwait
44381,Madagascar
44381,Maldives
44381,Malta
44381,Mauritius
44381,Mozambique
44381,Oman
44381,Seychelles
44381,Singapore
44381,"South Africa"
44381,"Sri Lanka"
44381,"United Arab Emirates"
44382,Cyprus
44382,Djibouti
44382,Egypt
44382,Kenya
44382,Kuwait
44382,Madagascar
44382,Maldives
44382,Malta
44382,Mauritius
44382,Mozambique
44382,Oman
44382,Seychelles
44382,Singapore
44382,"South Africa"
44382,"Sri Lanka"
44382,"United Arab Emirates"
44383,Cyprus
44383,Djibouti
44383,Egypt
44383,Kenya
44383,Kuwait
44383,Madagascar
44383,Maldives
44383,Malta
44383,Mauritius
44383,Mozambique
44383,Oman
44383,Seychelles
44383,Singapore
44383,"South Africa"
44383,"Sri Lanka"
44383,"United Arab Emirates"
44384,Cyprus
44384,Djibouti
44384,Egypt
44384,Kenya
44384,Kuwait
44384,Madagascar
44384,Maldives
44384,Malta
44384,Mauritius
44384,Mozambique
44384,Oman
44384,Seychelles
44384,Singapore
44384,"South Africa"
44384,"Sri Lanka"
44384,"United Arab Emirates"
44385,Cyprus
44385,Djibouti
44385,Egypt
44385,Kenya
44385,Kuwait
44385,Madagascar
44385,Maldives
44385,Malta
44385,Mauritius
44385,Mozambique
44385,Oman
44385,Seychelles
44385,Singapore
44385,"South Africa"
44385,"Sri Lanka"
44385,"United Arab Emirates"
44386,Cyprus
44386,Djibouti
44386,Egypt
44386,Kenya
44386,Kuwait
44386,Madagascar
44386,Maldives
44386,Malta
44386,Mauritius
44386,Mozambique
44386,Oman
44386,Seychelles
44386,Singapore
44386,"South Africa"
44386,"Sri Lanka"
44386,"United Arab Emirates"
44387,Cyprus
44387,Djibouti
44387,Egypt
44387,Kenya
44387,Kuwait
44387,Madagascar
44387,Maldives
44387,Malta
44387,Mauritius
44387,Mozambique
44387,Oman
44387,Seychelles
44387,Singapore
44387,"South Africa"
44387,"Sri Lanka"
44387,"United Arab Emirates"
44388,Cyprus
44388,Djibouti
44388,Egypt
44388,Kenya
44388,Kuwait
44388,Madagascar
44388,Maldives
44388,Malta
44388,Mauritius
44388,Mozambique
44388,Oman
44388,Seychelles
44388,Singapore
44388,"South Africa"
44388,"Sri Lanka"
44388,"United Arab Emirates"
44389,Cyprus
44389,Djibouti
44389,Egypt
44389,Kenya
44389,Kuwait
44389,Madagascar
44389,Maldives
44389,Malta
44389,Mauritius
44389,Mozambique
44389,Oman
44389,Seychelles
44389,Singapore
44389,"South Africa"
44389,"Sri Lanka"
44389,"United Arab Emirates"
44390,Cyprus
44390,Djibouti
44390,Egypt
44390,Kenya
44390,Kuwait
44390,Madagascar
44390,Maldives
44390,Malta
44390,Mauritius
44390,Mozambique
44390,Oman
44390,Seychelles
44390,Singapore
44390,"South Africa"
44390,"Sri Lanka"
44390,"United Arab Emirates"
44391,Cyprus
44391,Djibouti
44391,Egypt
44391,Kenya
44391,Kuwait
44391,Madagascar
44391,Maldives
44391,Malta
44391,Mauritius
44391,Mozambique
44391,Oman
44391,Seychelles
44391,Singapore
44391,"South Africa"
44391,"Sri Lanka"
44391,"United Arab Emirates"
44392,Egypt
44392,Kenya
44392,Madagascar
44392,Maldives
44392,Mauritius
44392,Oman
44392,Seychelles
44392,Singapore
44392,"South Africa"
44392,"Sri Lanka"
44392,Tanzania
44393,Egypt
44393,Kenya
44393,Madagascar
44393,Maldives
44393,Mauritius
44393,Oman
44393,Seychelles
44393,Singapore
44393,"South Africa"
44393,"Sri Lanka"
44393,Tanzania
44394,Egypt
44394,Kenya
44394,Madagascar
44394,Maldives
44394,Mauritius
44394,Oman
44394,Seychelles
44394,Singapore
44394,"South Africa"
44394,"Sri Lanka"
44394,Tanzania
44395,Kenya
44395,Mauritius
44395,Oman
44395,"Sri Lanka"
44395,Egypt
44395,Madagascar
44395,Maldives
44395,Seychelles
44395,Singapore
44395,"South Africa"
44395,Tanzania
44396,Egypt
44396,Kenya
44396,Madagascar
44396,Maldives
44396,Mauritius
44396,Oman
44396,Seychelles
44396,Singapore
44396,"South Africa"
44396,"Sri Lanka"
44396,Tanzania
44397,Kenya
44397,Mauritius
44397,Oman
44397,"Sri Lanka"
44397,Egypt
44397,Madagascar
44397,Maldives
44397,Seychelles
44397,Singapore
44397,"South Africa"
44397,Tanzania
44398,Kenya
44398,Mauritius
44398,Oman
44398,"Sri Lanka"
44398,Egypt
44398,Madagascar
44398,Maldives
44398,Seychelles
44398,Singapore
44398,"South Africa"
44398,Tanzania
44399,Egypt
44399,Kenya
44399,Madagascar
44399,Maldives
44399,Mauritius
44399,Oman
44399,Seychelles
44399,Singapore
44399,"South Africa"
44399,"Sri Lanka"
44399,Tanzania
44400,Egypt
44400,Kenya
44400,Madagascar
44400,Maldives
44400,Mauritius
44400,Oman
44400,Seychelles
44400,Singapore
44400,"South Africa"
44400,"Sri Lanka"
44400,Tanzania
44401,Egypt
44401,Kenya
44401,Madagascar
44401,Maldives
44401,Mauritius
44401,Oman
44401,Seychelles
44401,Singapore
44401,"South Africa"
44401,"Sri Lanka"
44401,Tanzania
44402,Kenya
44402,Mauritius
44402,Oman
44402,"Sri Lanka"
44402,Egypt
44402,Madagascar
44402,Maldives
44402,Seychelles
44402,Singapore
44402,"South Africa"
44402,Tanzania
44403,Mauritius
44403,Oman
44403,"South Africa"
44403,"Sri Lanka"
44404,Mauritius
44404,Oman
44404,"South Africa"
44404,"Sri Lanka"
44405,Mauritius
44405,Oman
44405,"South Africa"
44405,"Sri Lanka"
44406,Mauritius
44406,Oman
44406,"South Africa"
44406,"Sri Lanka"
44407,Djibouti
44407,Egypt
44407,Jordan
44407,Malta
44407,Mauritius
44407,Oman
44407,"South Africa"
44407,"Sri Lanka"
44408,Djibouti
44408,Egypt
44408,Jordan
44408,Malta
44408,Mauritius
44408,Oman
44408,"South Africa"
44408,"Sri Lanka"
44409,Djibouti
44409,Egypt
44409,Jordan
44409,Malta
44409,Mauritius
44409,Oman
44409,"South Africa"
44409,"Sri Lanka"
44410,Djibouti
44410,Egypt
44410,Jordan
44410,Malta
44410,Mauritius
44410,Oman
44410,"South Africa"
44410,"Sri Lanka"
44411,Djibouti
44411,Egypt
44411,Jordan
44411,Malta
44411,Mauritius
44411,Oman
44411,"South Africa"
44411,"Sri Lanka"
44412,Djibouti
44412,Egypt
44412,Jordan
44412,Malta
44412,Mauritius
44412,Oman
44412,"South Africa"
44412,"Sri Lanka"
44413,Djibouti
44413,Egypt
44413,Jordan
44413,Malta
44413,Mauritius
44413,Oman
44413,"South Africa"
44413,"Sri Lanka"
44414,Djibouti
44414,Egypt
44414,Jordan
44414,Malta
44414,Mauritius
44414,Oman
44414,"South Africa"
44414,"Sri Lanka"
44415,Jordan
44416,Egypt
44416,Kenya
44416,Mauritius
44416,Mozambique
44416,Oman
44416,"South Africa"
44416,"Sri Lanka"
44417,Egypt
44417,Kenya
44417,Mauritius
44417,Mozambique
44417,Oman
44417,"South Africa"
44417,"Sri Lanka"
44418,Egypt
44418,Kenya
44418,Mauritius
44418,Mozambique
44418,Oman
44418,"South Africa"
44418,"Sri Lanka"
44419,Egypt
44419,Kenya
44419,Mauritius
44419,Mozambique
44419,Oman
44419,"South Africa"
44419,"Sri Lanka"
44420,Egypt
44420,Kenya
44420,Mauritius
44420,Mozambique
44420,Oman
44420,"South Africa"
44420,"Sri Lanka"
44421,Egypt
44421,Kenya
44421,Mauritius
44421,Mozambique
44421,Oman
44421,"South Africa"
44421,"Sri Lanka"
44422,Egypt
44422,Kenya
44422,Mauritius
44422,Mozambique
44422,Oman
44422,"South Africa"
44422,"Sri Lanka"
44423,Benin
44423,Egypt
44423,Ghana
44423,India
44423,Kenya
44423,Madagascar
44423,Maldives
44423,Mauritius
44423,Mozambique
44423,Nigeria
44423,Oman
44423,Pakistan
44423,"Saudi Arabia"
44423,Seychelles
44423,"South Africa"
44423,"Sri Lanka"
44423,Tanzania
44423,Togo
44423,"United Arab Emirates"
44423,"United Kingdom"
44423,Djibouti
44424,Benin
44424,Egypt
44424,Ghana
44424,India
44424,Kenya
44424,Madagascar
44424,Maldives
44424,Mauritius
44424,Mozambique
44424,Nigeria
44424,Oman
44424,Pakistan
44424,"Saudi Arabia"
44424,Seychelles
44424,"South Africa"
44424,"Sri Lanka"
44424,Tanzania
44424,Togo
44424,"United Arab Emirates"
44424,"United Kingdom"
44425,Benin
44425,Egypt
44425,Ghana
44425,India
44425,Kenya
44425,Madagascar
44425,Maldives
44425,Mauritius
44425,Mozambique
44425,Nigeria
44425,Oman
44425,Pakistan
44425,"Saudi Arabia"
44425,Seychelles
44425,"South Africa"
44425,"Sri Lanka"
44425,Tanzania
44425,Togo
44425,"United Arab Emirates"
44425,"United Kingdom"
44426,Benin
44426,Egypt
44426,Ghana
44426,India
44426,Kenya
44426,Madagascar
44426,Maldives
44426,Mauritius
44426,Mozambique
44426,Nigeria
44426,Oman
44426,Pakistan
44426,"Saudi Arabia"
44426,Seychelles
44426,"South Africa"
44426,"Sri Lanka"
44426,Tanzania
44426,Togo
44426,"United Arab Emirates"
44426,"United Kingdom"
44427,Benin
44427,Egypt
44427,Ghana
44427,India
44427,Kenya
44427,Madagascar
44427,Maldives
44427,Mauritius
44427,Mozambique
44427,Nigeria
44427,Oman
44427,Pakistan
44427,"Saudi Arabia"
44427,Seychelles
44427,"South Africa"
44427,"Sri Lanka"
44427,Tanzania
44427,Togo
44427,"United Arab Emirates"
44427,"United Kingdom"
44428,Benin
44428,Egypt
44428,Ghana
44428,India
44428,Kenya
44428,Madagascar
44428,Maldives
44428,Mauritius
44428,Mozambique
44428,Nigeria
44428,Oman
44428,Pakistan
44428,"Saudi Arabia"
44428,Seychelles
44428,"South Africa"
44428,"Sri Lanka"
44428,Tanzania
44428,Togo
44428,"United Arab Emirates"
44428,"United Kingdom"
44429,Benin
44429,Egypt
44429,Ghana
44429,India
44429,Kenya
44429,Madagascar
44429,Maldives
44429,Mauritius
44429,Mozambique
44429,Nigeria
44429,Oman
44429,Pakistan
44429,"Saudi Arabia"
44429,Seychelles
44429,"South Africa"
44429,"Sri Lanka"
44429,Tanzania
44429,Togo
44429,"United Arab Emirates"
44429,"United Kingdom"
44430,Benin
44430,Egypt
44430,Ghana
44430,India
44430,Kenya
44430,Madagascar
44430,Maldives
44430,Mauritius
44430,Mozambique
44430,Nigeria
44430,Oman
44430,Pakistan
44430,"Saudi Arabia"
44430,Seychelles
44430,"South Africa"
44430,"Sri Lanka"
44430,Tanzania
44430,Togo
44430,"United Arab Emirates"
44430,"United Kingdom"
44431,Benin
44431,Egypt
44431,Ghana
44431,India
44431,Kenya
44431,Madagascar
44431,Maldives
44431,Mauritius
44431,Mozambique
44431,Nigeria
44431,Oman
44431,Pakistan
44431,"Saudi Arabia"
44431,Seychelles
44431,"South Africa"
44431,"Sri Lanka"
44431,Tanzania
44431,Togo
44431,"United Arab Emirates"
44431,"United Kingdom"
44431,Djibouti
44432,Benin
44432,Egypt
44432,Ghana
44432,India
44432,Kenya
44432,Madagascar
44432,Maldives
44432,Mauritius
44432,Mozambique
44432,Nigeria
44432,Oman
44432,Pakistan
44432,"Saudi Arabia"
44432,Seychelles
44432,"South Africa"
44432,"Sri Lanka"
44432,Tanzania
44432,Togo
44432,"United Arab Emirates"
44432,"United Kingdom"
44433,Benin
44433,Egypt
44433,Ghana
44433,India
44433,Kenya
44433,Madagascar
44433,Maldives
44433,Mauritius
44433,Mozambique
44433,Nigeria
44433,Oman
44433,Pakistan
44433,"Saudi Arabia"
44433,Seychelles
44433,"South Africa"
44433,"Sri Lanka"
44433,Tanzania
44433,Togo
44433,"United Arab Emirates"
44433,"United Kingdom"
44433,Djibouti
44434,Benin
44434,Egypt
44434,Ghana
44434,India
44434,Kenya
44434,Madagascar
44434,Maldives
44434,Mauritius
44434,Mozambique
44434,Nigeria
44434,Oman
44434,Pakistan
44434,"Saudi Arabia"
44434,Seychelles
44434,"South Africa"
44434,"Sri Lanka"
44434,Tanzania
44434,Togo
44434,"United Arab Emirates"
44434,"United Kingdom"
44435,Benin
44435,Egypt
44435,Ghana
44435,India
44435,Kenya
44435,Madagascar
44435,Maldives
44435,Mauritius
44435,Mozambique
44435,Nigeria
44435,Oman
44435,Pakistan
44435,"Saudi Arabia"
44435,Seychelles
44435,"South Africa"
44435,"Sri Lanka"
44435,Tanzania
44435,Togo
44435,"United Arab Emirates"
44435,"United Kingdom"
44436,Benin
44436,Egypt
44436,Ghana
44436,India
44436,Kenya
44436,Madagascar
44436,Maldives
44436,Mauritius
44436,Mozambique
44436,Nigeria
44436,Oman
44436,Pakistan
44436,"Saudi Arabia"
44436,Seychelles
44436,"South Africa"
44436,"Sri Lanka"
44436,Tanzania
44436,Togo
44436,"United Arab Emirates"
44436,"United Kingdom"
44436,Djibouti
44437,Benin
44437,Egypt
44437,Ghana
44437,India
44437,Kenya
44437,Madagascar
44437,Maldives
44437,Mauritius
44437,Mozambique
44437,Nigeria
44437,Oman
44437,Pakistan
44437,"Saudi Arabia"
44437,Seychelles
44437,"South Africa"
44437,"Sri Lanka"
44437,Tanzania
44437,Togo
44437,"United Arab Emirates"
44437,"United Kingdom"
44437,Djibouti
44438,Benin
44438,Egypt
44438,Ghana
44438,India
44438,Kenya
44438,Madagascar
44438,Maldives
44438,Mauritius
44438,Mozambique
44438,Nigeria
44438,Oman
44438,Pakistan
44438,"Saudi Arabia"
44438,Seychelles
44438,"South Africa"
44438,"Sri Lanka"
44438,Tanzania
44438,Togo
44438,"United Arab Emirates"
44438,"United Kingdom"
44439,Djibouti
44439,Egypt
44439,Madagascar
44439,Mauritius
44439,Oman
44439,"South Africa"
44439,"Sri Lanka"
44440,Benin
44440,Egypt
44440,Ghana
44440,India
44440,Kenya
44440,Madagascar
44440,Maldives
44440,Mauritius
44440,Mozambique
44440,Nigeria
44440,Oman
44440,Pakistan
44440,"Saudi Arabia"
44440,Seychelles
44440,"South Africa"
44440,"Sri Lanka"
44440,Tanzania
44440,Togo
44440,"United Arab Emirates"
44440,"United Kingdom"
44441,Benin
44441,Egypt
44441,Ghana
44441,India
44441,Kenya
44441,Madagascar
44441,Maldives
44441,Mauritius
44441,Mozambique
44441,Nigeria
44441,Oman
44441,Pakistan
44441,"Saudi Arabia"
44441,Seychelles
44441,"South Africa"
44441,"Sri Lanka"
44441,Tanzania
44441,Togo
44441,"United Arab Emirates"
44441,"United Kingdom"
44441,Djibouti
44442,Benin
44442,Egypt
44442,Ghana
44442,India
44442,Kenya
44442,Madagascar
44442,Maldives
44442,Mauritius
44442,Mozambique
44442,Nigeria
44442,Oman
44442,Pakistan
44442,"Saudi Arabia"
44442,Seychelles
44442,"South Africa"
44442,"Sri Lanka"
44442,Tanzania
44442,Togo
44442,"United Arab Emirates"
44442,"United Kingdom"
44443,Benin
44443,Egypt
44443,Ghana
44443,India
44443,Kenya
44443,Madagascar
44443,Maldives
44443,Mauritius
